timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
58972000,58972000,1310988,-0.050278235,-0.04309563,-9.651027,14.819214,0,0,0,0,1
59972000,59972000,1310988,-0.02633622,-0.05746084,-9.643845,14.819214,0,0,0,0,1
60972000,60972000,1310988,-0.007182605,-0.019153614,-9.615114,14.819214,0,0,0,0,1
61972000,61972000,1310988,-0.0047884034,-0.088585466,-9.600749,14.819214,0,0,0,0,1
62972000,62972000,1310988,-0.07182605,-0.07182605,-9.598354,14.819214,0,0,0,0,1
63972000,63972000,1310988,-0.06703765,-0.050278235,-9.734824,14.819214,0,0,0,0,1
64972000,64972000,1310988,-0.035913024,-0.12449849,-9.734824,14.819214,0,0,0,0,1
65972000,65972000,1310988,-0.009576807,-0.05746084,-9.634268,14.819214,0,0,0,0,1
66972000,66972000,1310988,0.01436521,-0.06464344,-9.64145,14.819214,0,0,0,0,1
67972000,67972000,1310988,-0.06464344,-0.06464344,-9.6845455,14.819214,0,0,0,0,1
68972000,68972000,1310988,-0.02873042,-0.110133275,-9.701305,14.819214,0,0,0,0,1
69972000,69972000,1310988,-0.059855044,-0.047884032,-9.646238,14.819214,0,0,0,0,1
70972000,70972000,1310988,-0.076614454,0.038307227,-9.753978,14.819214,0,0,0,0,1
71972000,71972000,1310988,0.033518825,-0.076614454,-9.768343,14.819214,0,0,0,0,1
72972000,72972000,1310988,-0.019153614,-0.023942016,-9.634268,14.819214,0,0,0,0,1
73972000,73972000,1310988,-0.090979666,0.0,-9.651027,14.819214,0,0,0,0,1
74972000,74972000,1310988,0.01436521,-0.01436521,-9.674969,14.819214,0,0,0,0,1
75972000,75972000,1310988,0.050278235,-0.04070143,-9.631873,14.819214,0,0,0,0,1
76972000,76972000,1310988,-0.04070143,-0.088585466,-9.639056,14.819214,0,0,0,0,1
77972000,77972000,1310988,-0.047884032,-0.055066638,-9.579201,14.819214,0,0,0,0,1
78972000,78972000,1310988,-0.038307227,-0.11971009,-9.694122,14.819214,0,0,0,0,1
79972000,79972000,1310988,-0.06464344,-0.045489833,-9.696517,14.819214,0,0,0,0,1
80972000,80972000,1310988,0.023942016,-0.079008654,-9.607931,14.819214,0,0,0,0,1
81972000,81972000,1310988,0.0,-0.031124622,-9.61272,14.819214,0,0,0,0,1
82972000,82972000,1310988,-0.031124622,-0.1316811,-9.679757,14.819214,0,0,0,0,1
83972000,83972000,1310988,-0.021547815,-0.08379706,-9.701305,14.819214,0,0,0,0,1
84972000,84972000,1310988,-0.02873042,-0.11492168,-9.734824,14.819214,0,0,0,0,1
85972000,85972000,1310988,-0.01436521,-0.031124622,-9.718064,14.819214,0,0,0,0,1
86972000,86972000,1310988,-0.110133275,-0.09816227,-9.7803135,14.819214,0,0,0,0,1
87972000,87972000,1310988,-0.059855044,-0.107739076,-9.7084875,14.819214,0,0,0,0,1
88972000,88972000,1310988,-0.08379706,-0.08379706,-9.629479,14.819214,0,0,0,0,1
89972000,89972000,1310988,-0.045489833,-0.079008654,-9.739613,14.819214,0,0,0,0,1
90972000,90972000,1310988,-0.059855044,-0.11731588,-9.660604,14.819214,0,0,0,0,1
91972000,91972000,1310988,-0.019153614,-0.12689269,-9.617508,14.819214,0,0,0,0,1
92972000,92972000,1310988,-0.011971008,-0.08140286,-9.674969,14.819214,0,0,0,0,1
93972000,93972000,1310988,-0.050278235,-0.11731588,-9.730036,14.819214,0,0,0,0,1
94972000,94972000,1310988,-0.023942016,-0.08379706,-9.68694,14.819214,0,0,0,0,1
95972000,95972000,1310988,-0.088585466,-0.110133275,-9.67018,14.819214,0,0,0,0,1
96972000,96972000,1310988,-0.0047884034,-0.110133275,-9.691729,14.819214,0,0,0,0,1
97972000,97972000,1310988,-0.038307227,-0.021547815,-9.653421,14.819214,0,0,0,0,1
98972000,98972000,1310988,-0.0023942017,-0.04070143,-9.679757,14.819214,0,0,0,0,1
99972000,99972000,1310988,0.02633622,-0.08619126,-9.639056,14.819214,0,0,0,0,1
100972000,100972000,1310988,-0.01436521,-0.074220255,-9.706094,14.819214,0,0,0,0,1
101972000,101972000,1310988,-0.11252748,0.0047884034,-9.651027,14.819214,0,0,0,0,1
102972000,102972000,1310988,-0.095768064,-0.023942016,-9.586384,14.819214,0,0,0,0,1
103972000,103972000,1310988,-0.11252748,-0.08619126,-9.595961,14.819214,0,0,0,0,1
104972000,104972000,1310988,0.023942016,-0.055066638,-9.598354,14.819214,0,0,0,0,1
105972000,105972000,1310988,-0.1604115,-0.10295067,-9.65821,14.819214,0,0,0,0,1
106972000,106972000,1310988,-0.038307227,-0.1316811,-9.725247,14.819214,0,0,0,0,1
107972000,107972000,1310988,-0.038307227,-0.06464344,-9.715671,14.819214,0,0,0,0,1
108972000,108972000,1310988,-0.14604631,-0.10055647,-9.593566,14.819214,0,0,0,0,1
109972000,109972000,1310988,0.023942016,-0.02873042,-9.607931,14.819214,0,0,0,0,1
110972000,110972000,1310988,-0.05746084,-0.1340753,-9.617508,14.819214,0,0,0,0,1
111972000,111972000,1310988,-0.076614454,-0.05267244,-9.674969,14.819214,0,0,0,0,1
112972000,112972000,1310988,-0.038307227,-0.11252748,-9.744401,14.819214,0,0,0,0,1
113972000,113972000,1310988,-0.019153614,0.019153614,-9.598354,14.819214,0,0,0,0,1
114972000,114972000,1310988,0.01436521,0.0023942017,-9.713276,14.819214,0,0,0,0,1
115972000,115972000,1310988,-0.023942016,-0.05267244,-9.595961,14.819214,0,0,0,0,1
116972000,116972000,1310988,-0.035913024,-0.095768064,-9.689334,14.819214,0,0,0,0,1
117972000,117972000,1310988,-0.06703765,-0.02633622,-9.713276,14.819214,0,0,0,0,1
118972000,118972000,1310988,-0.09816227,-0.10534488,-9.646238,14.819214,0,0,0,0,1
119972000,119972000,1310988,-0.04309563,-0.047884032,-9.68694,14.819214,0,0,0,0,1
120972000,120972000,1310988,-0.033518825,-0.035913024,-9.64145,14.819214,0,0,0,0,1
121972000,121972000,1310988,-0.045489833,0.0047884034,-9.665392,14.819214,0,0,0,0,1
122972000,122972000,1310988,-0.007182605,-0.0023942017,-9.78989,14.819214,0,0,0,0,1
123972000,123972000,1310988,0.009576807,0.021547815,-9.682152,14.819214,0,0,0,0,1
124972000,124972000,1310988,-0.016759412,-0.107739076,-9.646238,14.819214,0,0,0,0,1
125972000,125972000,1310988,-0.035913024,0.02873042,-9.727641,14.819214,0,0,0,0,1
126972000,126972000,1310988,-0.11492168,-0.0023942017,-9.722853,14.819214,0,0,0,0,1
127972000,127972000,1310988,-0.076614454,-0.074220255,-9.667787,14.819214,0,0,0,0,1
128972000,128972000,1310988,-0.062249243,0.038307227,-9.77792,14.819214,0,0,0,0,1
129972000,129972000,1310988,-0.11731588,-0.033518825,-9.648633,14.819214,0,0,0,0,1
130972000,130972000,1310988,-0.059855044,0.007182605,-9.710882,14.819214,0,0,0,0,1
131972000,131972000,1310988,-0.01436521,0.0047884034,-9.629479,14.819214,0,0,0,0,1
132972000,132972000,1310988,-0.107739076,-0.0023942017,-9.725247,14.819214,0,0,0,0,1
133972000,133972000,1310988,0.011971008,0.0047884034,-9.619903,14.819214,0,0,0,0,1
134972000,134972000,1310988,0.019153614,-0.045489833,-9.674969,14.819214,0,0,0,0,1
135972000,135972000,1310988,0.009576807,0.02633622,-9.639056,14.819214,0,0,0,0,1
136972000,136972000,1310988,-0.06464344,0.08140286,-9.653421,14.819214,0,0,0,0,1
137972000,137972000,1310988,-0.023942016,-0.007182605,-9.588778,14.819214,0,0,0,0,1
138972000,138972000,1310988,-0.06703765,0.016759412,-9.631873,14.819214,0,0,0,0,1
139972000,139972000,1310988,-0.088585466,-0.055066638,-9.619903,14.819214,0,0,0,0,1
140972000,140972000,1310988,-0.023942016,0.062249243,-9.662998,14.819214,0,0,0,0,1
141972000,141972000,1310988,-0.047884032,-0.02633622,-9.701305,14.819214,0,0,0,0,1
142972000,142972000,1310988,-0.06703765,-0.05267244,-9.725247,14.819214,0,0,0,0,1
143972000,143972000,1310988,-0.074220255,-0.02633622,-9.7324295,14.819214,0,0,0,0,1
144972000,144972000,1310988,-0.08619126,0.04070143,-9.722853,14.819214,0,0,0,0,1
145972000,145972000,1310988,-0.019153614,-0.009576807,-9.68694,14.819214,0,0,0,0,1
146972000,146972000,1310988,-0.06943185,-0.019153614,-9.696517,14.819214,0,0,0,0,1
147972000,147972000,1310988,-0.035913024,-0.007182605,-9.677363,14.819214,0,0,0,0,1
148972000,148972000,1310988,-0.0023942017,0.02873042,-9.6845455,14.819214,0,0,0,0,1
149972000,149972000,1310988,-0.11492168,-0.011971008,-9.742006,14.819214,0,0,0,0,1
150972000,150972000,1310988,-0.110133275,0.035913024,-9.765948,14.819214,0,0,0,0,1
151972000,151972000,1310988,0.0023942017,0.0023942017,-9.667787,14.819214,0,0,0,0,1
152972000,152972000,1310988,0.007182605,0.009576807,-9.7084875,14.819214,0,0,0,0,1
153972000,153972000,1310988,0.090979666,-0.011971008,-9.694122,14.819214,0,0,0,0,1
154972000,154972000,1310988,0.033518825,0.009576807,-9.662998,14.819214,0,0,0,0,1
155972000,155972000,1310988,-0.02873042,0.009576807,-9.679757,14.819214,0,0,0,0,1
156972000,156972000,1310988,-0.0047884034,0.045489833,-9.720459,14.819214,0,0,0,0,1
157972000,157972000,1310988,-0.038307227,0.04070143,-9.742006,14.819214,0,0,0,0,1
158972000,158972000,1310988,-0.06464344,0.019153614,-9.7803135,14.819214,0,0,0,0,1
159972000,159972000,1310988,0.0,-0.045489833,-9.742006,14.819214,0,0,0,0,1
160972000,160972000,1310988,-0.06464344,0.021547815,-9.698911,14.819214,0,0,0,0,1
161972000,161972000,1310988,0.035913024,0.016759412,-9.730036,14.819214,0,0,0,0,1
162972000,162972000,1310988,0.055066638,0.033518825,-9.727641,14.819214,0,0,0,0,1
163972000,163972000,1310988,0.019153614,0.10055647,-9.667787,14.819214,0,0,0,0,1
164972000,164972000,1310988,-0.02873042,0.08379706,-9.701305,14.819214,0,0,0,0,1
165972000,165972000,1310988,-0.04309563,-0.023942016,-9.7324295,14.819214,0,0,0,0,1
166972000,166972000,1310988,-0.05267244,0.0023942017,-9.648633,14.819214,0,0,0,0,1
167972000,167972000,1310988,-0.009576807,0.009576807,-9.653421,14.819214,0,0,0,0,1
168972000,168972000,1310988,0.011971008,0.02633622,-9.696517,14.819214,0,0,0,0,1
169972000,169972000,1310988,-0.05746084,0.06943185,-9.639056,14.819214,0,0,0,0,1
170972000,170972000,1310988,-0.093373865,-0.009576807,-9.730036,14.819214,0,0,0,0,1
171972000,171972000,1310988,-0.038307227,-0.0023942017,-9.643845,14.819214,0,0,0,0,1
172972000,172972000,1310988,-0.1364695,0.031124622,-9.742006,14.819214,0,0,0,0,1
173972000,173972000,1310988,-0.059855044,0.011971008,-9.701305,14.819214,0,0,0,0,1
174972000,174972000,1310988,-0.023942016,0.011971008,-9.698911,14.819214,0,0,0,0,1
175972000,175972000,1310988,0.045489833,0.01436521,-9.64145,14.819214,0,0,0,0,1
176972000,176972000,1310988,-0.02633622,-0.055066638,-9.706094,14.819214,0,0,0,0,1
177972000,177972000,1310988,-0.04070143,0.090979666,-9.6845455,14.819214,0,0,0,0,1
178972000,178972000,1310988,-0.1340753,0.035913024,-9.665392,14.819214,0,0,0,0,1
179972000,179972000,1310988,-0.038307227,0.08619126,-9.64145,14.819214,0,0,0,0,1
180972000,180972000,1310988,-0.11971009,0.045489833,-9.682152,14.819214,0,0,0,0,1
181972000,181972000,1310988,-0.016759412,0.09816227,-9.727641,14.819214,0,0,0,0,1
182972000,182972000,1310988,-0.06943185,-0.0047884034,-9.636662,14.819214,0,0,0,0,1
183972000,183972000,1310988,-0.055066638,-0.059855044,-9.734824,14.819214,0,0,0,0,1
184972000,184972000,1310988,-0.074220255,0.076614454,-9.655815,14.819214,0,0,0,0,1
185972000,185972000,1310988,-0.011971008,-0.007182605,-9.696517,14.819214,0,0,0,0,1
186972000,186972000,1310988,-0.038307227,-0.0023942017,-9.607931,14.819214,0,0,0,0,1
187972000,187972000,1310988,-0.08379706,-0.021547815,-9.68694,14.819214,0,0,0,0,1
188972000,188972000,1310988,-0.02873042,-0.07182605,-9.655815,14.819214,0,0,0,0,1
189972000,189972000,1310988,-0.093373865,0.0,-9.674969,14.819214,0,0,0,0,1
190972000,190972000,1310988,-0.08140286,0.09816227,-9.643845,14.819214,0,0,0,0,1
191972000,191972000,1310988,-0.10534488,0.059855044,-9.629479,14.819214,0,0,0,0,1
192972000,192972000,1310988,-0.11731588,-0.031124622,-9.67018,14.819214,0,0,0,0,1
193972000,193972000,1310988,0.007182605,-0.007182605,-9.65821,14.819214,0,0,0,0,1
194972000,194972000,1310988,-0.047884032,0.023942016,-9.662998,14.819214,0,0,0,0,1
195972000,195972000,1310988,0.055066638,-0.0023942017,-9.653421,14.819214,0,0,0,0,1
196972000,196972000,1310988,0.021547815,-0.074220255,-9.725247,14.819214,0,0,0,0,1
197972000,197972000,1310988,-0.06464344,0.01436521,-9.751583,14.819214,0,0,0,0,1
198972000,198972000,1310988,-0.019153614,0.01436521,-9.78989,14.819214,0,0,0,0,1
199972000,199972000,1310988,-0.04070143,0.079008654,-9.67018,14.819214,0,0,0,0,1
200972000,200972000,1310988,-0.0023942017,-0.08379706,-9.7084875,14.819214,0,0,0,0,1
201972000,201972000,1310988,-0.02633622,0.0047884034,-9.694122,14.819214,0,0,0,0,1
202972000,202972000,1310988,-0.02633622,0.04309563,-9.682152,14.819214,0,0,0,0,1
203972000,203972000,1310988,-0.074220255,-0.09816227,-9.655815,14.819214,0,0,0,0,1
204972000,204972000,1310988,-0.031124622,0.045489833,-9.677363,14.819214,0,0,0,0,1
205972000,205972000,1310988,-0.04309563,-0.019153614,-9.701305,14.819214,0,0,0,0,1
206972000,206972000,1310988,-0.10295067,0.0,-9.715671,14.819214,0,0,0,0,1
207972000,207972000,1310988,0.045489833,-0.0047884034,-9.627085,14.819214,0,0,0,0,1
208972000,208972000,1310988,-0.074220255,-0.05267244,-9.56723,14.819214,0,0,0,0,1
209972000,209972000,1310988,-0.062249243,0.06703765,-9.622296,14.819214,0,0,0,0,1
210972000,210972000,1310988,-0.033518825,-0.021547815,-9.636662,14.819214,0,0,0,0,1
211972000,211972000,1310988,-0.007182605,-0.06703765,-9.730036,14.819214,0,0,0,0,1
212972000,212972000,1310988,-0.023942016,-0.05746084,-9.639056,14.819214,0,0,0,0,1
213972000,213972000,1310988,-0.021547815,-0.079008654,-9.651027,14.819214,0,0,0,0,1
214972000,214972000,1310988,-0.019153614,-0.04070143,-9.636662,14.819214,0,0,0,0,1
215972000,215972000,1310988,0.0,-0.023942016,-9.744401,14.819214,0,0,0,0,1
216972000,216972000,1310988,-0.059855044,-0.05746084,-9.607931,14.819214,0,0,0,0,1
217972000,217972000,1310988,-0.08619126,0.023942016,-9.605537,14.819214,0,0,0,0,1
218972000,218972000,1310988,0.01436521,-0.05267244,-9.698911,14.819214,0,0,0,0,1
219972000,219972000,1310988,-0.0047884034,-0.050278235,-9.672575,14.819214,0,0,0,0,1
220972000,220972000,1310988,-0.08379706,0.088585466,-9.588778,14.819214,0,0,0,0,1
221972000,221972000,1310988,-0.045489833,-0.12210429,-9.737218,14.819214,0,0,0,0,1
222972000,222972000,1310988,-0.10295067,-0.05267244,-9.64145,14.819214,0,0,0,0,1
223972000,223972000,1310988,-0.1412579,-0.035913024,-9.605537,14.819214,0,0,0,0,1
224972000,224972000,1310988,-0.0023942017,-0.076614454,-9.643845,14.819214,0,0,0,0,1
225972000,225972000,1310988,-0.055066638,-0.110133275,-9.720459,14.819214,0,0,0,0,1
226972000,226972000,1310988,-0.07182605,-0.15083471,-9.665392,14.819214,0,0,0,0,1
227972000,227972000,1310988,-0.05267244,-0.09816227,-9.643845,14.819214,0,0,0,0,1
228972000,228972000,1310988,-0.021547815,-0.12210429,-9.629479,14.819214,0,0,0,0,1
229972000,229972000,1310988,-0.062249243,0.050278235,-9.665392,14.819214,0,0,0,0,1
230972000,230972000,1310988,-0.074220255,-0.055066638,-9.643845,14.819214,0,0,0,0,1
231972000,231972000,1310988,-0.045489833,-0.12689269,-9.583989,14.819214,0,0,0,0,1
232972000,232972000,1310988,0.016759412,-0.12210429,-9.595961,14.819214,0,0,0,0,1
233972000,233972000,1310988,-0.045489833,-0.04309563,-9.698911,14.819214,0,0,0,0,1
234972000,234972000,1310988,-0.06703765,0.0,-9.725247,14.819214,0,0,0,0,1
235972000,235972000,1310988,0.01436521,-0.02873042,-9.67018,14.819214,0,0,0,0,1
236972000,236972000,1310988,0.011971008,-0.06943185,-9.751583,14.819214,0,0,0,0,1
237972000,237972000,1310988,-0.009576807,-0.038307227,-9.763555,14.819214,0,0,0,0,1
238972000,238972000,1310988,-0.059855044,-0.047884032,-9.660604,14.819214,0,0,0,0,1
239972000,239972000,1310988,-0.045489833,-0.035913024,-9.660604,14.819214,0,0,0,0,1
240972000,240972000,1310988,-0.019153614,-0.093373865,-9.6845455,14.819214,0,0,0,0,1
241972000,241972000,1310988,-0.12928689,-0.076614454,-9.665392,14.819214,0,0,0,0,1
242972000,242972000,1310988,0.009576807,-0.05746084,-9.698911,14.819214,0,0,0,0,1
243972000,243972000,1310988,-0.062249243,-0.02873042,-9.7563715,14.819214,0,0,0,0,1
244972000,244972000,1310988,-0.090979666,-0.021547815,-9.737218,14.819214,0,0,0,0,1
245972000,245972000,1310988,-0.11971009,-0.035913024,-9.713276,14.819214,0,0,0,0,1
246972000,246972000,1310988,-0.12210429,-0.047884032,-9.785102,14.819214,0,0,0,0,1
247972000,247972000,1310988,-0.1364695,0.007182605,-9.68694,14.819214,0,0,0,0,1
248972000,248972000,1310988,-0.090979666,-0.023942016,-9.737218,14.819214,0,0,0,0,1
249972000,249972000,1310988,-0.059855044,-0.055066638,-9.689334,14.819214,0,0,0,0,1
250972000,250972000,1310988,-0.1412579,-0.10055647,-9.7084875,14.819214,0,0,0,0,1
251972000,251972000,1310988,-0.08140286,-0.093373865,-9.64145,14.819214,0,0,0,0,1
252972000,252972000,1310988,-0.1316811,-0.074220255,-9.674969,14.819214,0,0,0,0,1
253972000,253972000,1310988,-0.088585466,-0.06943185,-9.691729,14.819214,0,0,0,0,1
254972000,254972000,1310988,0.0,-0.021547815,-9.694122,14.819214,0,0,0,0,1
255972000,255972000,1310988,-0.019153614,-0.088585466,-9.770737,14.819214,0,0,0,0,1
256972000,256972000,1310988,-0.12210429,0.02633622,-9.734824,14.819214,0,0,0,0,1
257972000,257972000,1310988,-0.07182605,0.007182605,-9.706094,14.819214,0,0,0,0,1
258972000,258972000,1310988,-0.1604115,-0.04309563,-9.713276,14.819214,0,0,0,0,1
259972000,259972000,1310988,-0.06943185,-0.033518825,-9.7324295,14.819214,0,0,0,0,1
260972000,260972000,1310988,-0.10055647,0.0,-9.651027,14.819214,0,0,0,0,1
261972000,261972000,1310988,-0.16280572,-0.045489833,-9.785102,14.819214,0,0,0,0,1
262972000,262972000,1310988,-0.090979666,-0.074220255,-9.763555,14.819214,0,0,0,0,1
263972000,263972000,1310988,-0.062249243,-0.110133275,-9.737218,14.819214,0,0,0,0,1
264972000,264972000,1310988,-0.07182605,-0.038307227,-9.765948,14.819214,0,0,0,0,1
265972000,265972000,1310988,-0.1340753,-0.047884032,-9.785102,14.819214,0,0,0,0,1
266972000,266972000,1310988,-0.10055647,-0.050278235,-9.746795,14.819214,0,0,0,0,1
267972000,267972000,1310988,-0.076614454,-0.055066638,-9.842564,14.819214,0,0,0,0,1
268972000,268972000,1310988,-0.05746084,0.023942016,-9.662998,14.819214,0,0,0,0,1
269972000,269972000,1310988,-0.06943185,0.01436521,-9.770737,14.819214,0,0,0,0,1
270972000,270972000,1310988,-0.08140286,-0.062249243,-9.844957,14.819214,0,0,0,0,1
271972000,271972000,1310988,-0.107739076,0.019153614,-9.722853,14.819214,0,0,0,0,1
272972000,272972000,1310988,-0.08619126,-0.079008654,-9.82341,14.819214,0,0,0,0,1
273972000,273972000,1310988,-0.17238252,-0.045489833,-9.739613,14.819214,0,0,0,0,1
274972000,274972000,1310988,-0.088585466,-0.019153614,-9.856929,14.819214,0,0,0,0,1
275972000,275972000,1310988,-0.076614454,-0.1364695,-9.799467,14.819214,0,0,0,0,1
276972000,276972000,1310988,-0.05267244,-0.16519992,-9.794679,14.819214,0,0,0,0,1
277972000,277972000,1310988,-0.12449849,-0.14604631,-9.837775,14.819214,0,0,0,0,1
278972000,278972000,1310988,-0.079008654,-0.11731588,-9.773131,14.819214,0,0,0,0,1
279972000,279972000,1310988,0.009576807,-0.062249243,-9.787497,14.819214,0,0,0,0,1
280972000,280972000,1310988,-0.093373865,-0.110133275,-9.768343,14.819214,0,0,0,0,1
281972000,281972000,1310988,-0.04070143,-0.107739076,-9.82341,14.819214,0,0,0,0,1
282972000,282972000,1310988,-0.16519992,-0.04309563,-9.782708,14.819214,0,0,0,0,1
283972000,283972000,1310988,-0.05746084,0.01436521,-9.799467,14.819214,0,0,0,0,1
284972000,284972000,1310988,-0.074220255,0.0023942017,-9.763555,14.819214,0,0,0,0,1
285972000,285972000,1310988,-0.1316811,-0.074220255,-9.837775,14.819214,0,0,0,0,1
286972000,286972000,1310988,-0.079008654,-0.059855044,-9.847352,14.819214,0,0,0,0,1
287972000,287972000,1310988,-0.090979666,-0.079008654,-9.792285,14.819214,0,0,0,0,1
288972000,288972000,1310988,-0.17717093,-0.14604631,-9.844957,14.819214,0,0,0,0,1
289972000,289972000,1310988,-0.12449849,-0.02873042,-9.821015,14.819214,0,0,0,0,1
290972000,290972000,1310988,-0.090979666,-0.088585466,-9.730036,14.819214,0,0,0,0,1
291972000,291972000,1310988,-0.11252748,-0.107739076,-9.80665,14.819214,0,0,0,0,1
292972000,292972000,1310988,-0.107739076,-0.09816227,-9.744401,14.819214,0,0,0,0,1
293972000,293972000,1310988,-0.11731588,-0.06464344,-9.734824,14.819214,0,0,0,0,1
294972000,294972000,1310988,-0.12449849,-0.062249243,-9.842564,14.819214,0,0,0,0,1
295972000,295972000,1310988,-0.11252748,-0.12928689,-9.682152,14.819214,0,0,0,0,1
296972000,296972000,1310988,-0.12210429,-0.08379706,-9.763555,14.819214,0,0,0,0,1
