timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
1048972000,1048972000,1310988,0.0058589545,0.0015978967,-0.0053263223,13.1970825,0,1
1049972000,1049972000,1310988,0.0026631611,-0.0053263223,0.0037284256,13.197113,0,1
1050972000,1050972000,1310988,0.00479369,0.0031957934,0.002130529,13.197052,0,1
1051972000,1051972000,1310988,-0.0010652645,-0.00479369,0.0015978967,13.196838,0,1
1052972000,1052972000,1310988,-0.0058589545,0.0005326322,0.002130529,13.196655,0,1
1053972000,1053972000,1310988,0.007456851,0.002130529,-0.0015978967,13.196472,0,1
1054972000,1054972000,1310988,0.0026631611,0.0,0.0063915867,13.196381,0,1
1055972000,1055972000,1310988,0.0015978967,-0.0031957934,0.0026631611,13.196259,0,1
1056972000,1056972000,1310988,0.0031957934,0.004261058,-0.0015978967,13.196259,0,1
1057972000,1057972000,1310988,-0.00479369,0.008522116,0.0005326322,13.196289,0,1
1058972000,1058972000,1310988,0.0,0.0010652645,-0.0026631611,13.196228,0,1
1059972000,1059972000,1310988,-0.004261058,0.002130529,0.0005326322,13.196167,0,1
1060972000,1060972000,1310988,0.0010652645,0.0031957934,0.0015978967,13.196075,0,1
1061972000,1061972000,1310988,0.0031957934,0.006924219,0.0053263223,13.196075,0,1
1062972000,1062972000,1310988,-0.0005326322,0.0015978967,0.006924219,13.196045,0,1
1063972000,1063972000,1310988,-0.0063915867,0.0031957934,0.0053263223,13.1961975,0,1
1064972000,1064972000,1310988,-0.002130529,-0.008522116,-0.0031957934,13.1961975,0,1
1065972000,1065972000,1310988,0.002130529,-0.0031957934,0.0053263223,13.196259,0,1
1066972000,1066972000,1310988,-0.0015978967,0.007456851,0.0015978967,13.196381,0,1
1067972000,1067972000,1310988,0.002130529,-0.0058589545,0.00479369,13.196289,0,1
1068972000,1068972000,1310988,-0.0010652645,-0.011185277,0.0015978967,13.196259,0,1
1069972000,1069972000,1310988,0.002130529,0.0010652645,-0.0031957934,13.19632,0,1
1070972000,1070972000,1310988,-0.00479369,-0.004261058,-0.0005326322,13.196228,0,1
1071972000,1071972000,1310988,0.0031957934,0.0005326322,0.0037284256,13.196075,0,1
1072972000,1072972000,1310988,0.0015978967,0.0005326322,0.0058589545,13.196075,0,1
1073972000,1073972000,1310988,0.0037284256,-0.002130529,0.002130529,13.19635,0,1
1074972000,1074972000,1310988,-0.004261058,-0.002130529,-0.002130529,13.196472,0,1
