timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield
406500000,406500000,804000,36.3215774,127.4117224,642.2617,-82.19466,-86.535,0.00039837,6.51E-05,0,14.3699665,-0.26196176,-1.1062198,-1.1060544,-0.001178325,-0.008305827,-0.011701867,0.079145886,0.015187293,-0.048271377,-0.029616643,-0.008483257,28.71612,86.80908,0.4817622,0.4746072,0.17834906,0.12332103,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
407000000,407000000,804000,36.3215774,127.4117224,649.44415,-82.33386,-87.09339,0.00039837,6.51E-05,0,14.380528,-0.26856536,-1.1052979,-1.1099792,-0.001178325,-0.008305827,-0.011701867,0.046478115,-0.000879446,-0.00812672,-0.029323298,-0.008483257,28.71612,87.36747,0.4952988,0.47421062,0.1838655,0.124245934,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
407500000,407500000,804000,36.3215774,127.4117224,656.60657,-82.475105,-87.65843,0.00039837,6.51E-05,0,14.363003,-0.2712707,-1.1155955,-1.1236701,-0.001178325,-0.008305827,-0.011701867,-0.013198353,-0.032479152,-0.06182305,-0.02889945,-0.008483257,28.71612,87.93251,0.46408534,0.46984953,0.17011113,0.12121772,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
408000000,408000000,804000,36.3215774,127.4117224,663.74634,-82.61002,-88.2119,0.00039837,6.51E-05,0,14.36294,-0.2719664,-1.0845865,-1.0910144,-0.001178325,-0.008305827,-0.011701867,0.046094295,0.095888205,0.14651193,-0.028078908,-0.008483257,28.71612,88.48598,0.47574228,0.47362354,0.17486131,0.12262817,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
408500000,408500000,804000,36.3215774,127.4117224,670.90326,-82.73229,-88.754875,0.00039837,6.51E-05,0,14.378741,-0.26704943,-1.0636575,-1.0736045,-0.001178325,-0.008305827,-0.011701867,0.16809241,-0.010411058,0.034744848,-0.027182918,-0.008483257,28.71612,89.02895,0.48780677,0.4730975,0.17962596,0.12347252,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
409000000,409000000,804000,36.3215774,127.4117224,678.07263,-82.83981,-89.293144,0.00039837,6.51E-05,0,14.401843,-0.25932562,-1.0623562,-1.0742584,-0.001178325,-0.008305827,-0.011701867,0.09509839,-0.03191565,0.01893658,-0.026288806,-0.008483257,28.71612,89.56722,0.500291,0.47668573,0.18452212,0.12477234,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
409500000,409500000,804000,36.3215774,127.4117224,685.24506,-82.93785,-89.844574,0.00039837,6.51E-05,0,14.398634,-0.2534452,-1.0929723,-1.1097517,-0.001178325,-0.008305827,-0.011701867,0.06902846,-0.046785068,-0.053944994,-0.026122475,-0.008483257,28.71612,90.11865,0.46719655,0.47170243,0.1702323,0.12152064,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
410000000,410000000,804000,36.3215774,127.4117224,692.4125,-83.02631,-90.4073,0.00039837,6.51E-05,0,14.384886,-0.25016847,-1.1197013,-1.1364108,-0.001178325,-0.008305827,-0.011701867,-0.022968275,0.010600572,-0.060360875,-0.026035616,-0.008483257,28.71612,90.68138,0.47831014,0.47111377,0.17506728,0.12236405,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
410500000,410500000,804000,36.3215774,127.4117224,699.5879,-83.12615,-90.964874,0.00039837,6.51E-05,0,14.378236,-0.2574046,-1.1162024,-1.1244656,-0.001178325,-0.008305827,-0.011701867,0.001843786,-0.06247326,-0.010648741,-0.026211608,-0.008483257,28.71612,91.23895,0.4898884,0.47074786,0.17984995,0.12322745,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
411000000,411000000,804000,36.3215774,127.4117224,706.75494,-83.23205,-91.52166,0.00039837,6.51E-05,0,14.366702,-0.27090085,-1.1160972,-1.1197382,-0.001178325,-0.008305827,-0.011701867,0.000266009,-0.06756687,-0.01507718,-0.027017616,-0.008483257,28.71612,91.79574,0.5019477,0.47475743,0.18472044,0.12461325,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
411500000,411500000,804000,36.3215774,127.4117224,713.9156,-83.33622,-92.07633,0.00039837,6.51E-05,0,14.370209,-0.28448847,-1.1067019,-1.1072706,-0.001178325,-0.008305827,-0.011701867,0.00398769,-0.10091511,0.00768248,-0.027769582,-0.008483257,28.71612,92.35041,0.46830347,0.47030562,0.17023443,0.121457696,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
412000000,412000000,804000,36.3215774,127.4117224,721.0827,-83.44199,-92.62281,0.00039837,6.51E-05,0,14.35946,-0.29373765,-1.113752,-1.108561,-0.001178325,-0.008305827,-0.011701867,0.042786703,-0.04673356,0.019482335,-0.028009746,-0.008483257,28.71612,92.89689,0.4791533,0.47000882,0.17498754,0.12232821,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
412500000,412500000,804000,36.3215774,127.4117224,728.2585,-83.55449,-93.17749,0.00039837,6.51E-05,0,14.363376,-0.3072696,-1.1206486,-1.1150991,-0.001178325,-0.008305827,-0.011701867,0.029572517,-0.062047035,0.021197831,-0.028844824,-0.008483257,28.71612,93.45157,0.49051026,0.47402194,0.17981966,0.12370993,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
413000000,413000000,804000,36.3215774,127.4117224,735.4399,-83.67323,-93.73798,0.00039837,6.51E-05,0,14.369369,-0.31846556,-1.1208509,-1.1190938,-0.001178325,-0.008305827,-0.011701867,0.034047287,-0.07135809,-0.02610497,-0.02997877,-0.008483257,28.71612,94.01206,0.50238687,0.47396693,0.18468975,0.12457849,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
413500000,413500000,804000,36.3215774,127.4117224,742.6245,-83.79271,-94.2951,0.00039837,6.51E-05,0,14.371005,-0.3277682,-1.1243101,-1.1190591,-0.001178325,-0.008305827,-0.011701867,-0.04905497,-0.027652439,-0.009294598,-0.030909427,-0.008483257,28.71612,94.569176,0.4686133,0.46957776,0.17028488,0.12140813,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
414000000,414000000,804000,36.3215774,127.4117224,749.7978,-83.924774,-94.84313,0.00039837,6.51E-05,0,14.379539,-0.34041843,-1.116654,-1.104992,-0.001178325,-0.008305827,-0.011701867,0.108542144,-0.02832524,0.002730638,-0.031868782,-0.008483257,28.71612,95.11721,0.47936654,0.47341302,0.17499937,0.12274658,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
414500000,414500000,804000,36.3215774,127.4117224,756.98755,-84.0606,-95.387184,0.00039837,6.51E-05,0,14.387737,-0.3480519,-1.1318636,-1.1115124,-0.001178325,-0.008305827,-0.011701867,0.027734436,-0.04141252,-0.116232775,-0.03255382,-0.008483257,28.71612,95.66126,0.49064696,0.4728563,0.17986158,0.12350967,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
415000000,415000000,804000,36.3215774,127.4117224,764.1766,-84.20028,-95.935036,0.00039837,6.51E-05,0,14.380719,-0.35706326,-1.1540012,-1.1241794,-0.001178325,-0.008305827,-0.011701867,-0.089644685,-0.10901267,-0.09961519,-0.03329285,-0.008483257,28.71612,96.209114,0.50248015,0.4766806,0.18485257,0.12481468,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
415500000,415500000,804000,36.3215774,127.4117224,771.3676,-84.343216,-96.48842,0.00039837,6.51E-05,0,14.396285,-0.36276704,-1.131727,-1.0993273,-0.001178325,-0.008305827,-0.011701867,-0.011619762,-0.057558663,-0.00327453,-0.03411322,-0.008483257,28.71612,96.7625,0.46868214,0.47171974,0.1703408,0.121521965,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
416000000,416000000,804000,36.3215774,127.4117224,778.5596,-84.494316,-97.03378,0.00039837,6.51E-05,0,14.398714,-0.36391538,-1.1314913,-1.0976222,-0.001178325,-0.008305827,-0.011701867,0.024913693,-0.027389802,-0.019427387,-0.034768093,-0.008483257,28.71612,97.30786,0.47940895,0.47517508,0.17506763,0.1227966,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
416500000,416500000,804000,36.3215774,127.4117224,785.7599,-84.64519,-97.58842,0.00039837,6.51E-05,0,14.397756,-0.36694473,-1.1502769,-1.1196735,-0.001178325,-0.008305827,-0.011701867,-0.090586305,-0.082535595,-0.06835907,-0.034882143,-0.008483257,28.71612,97.862495,0.49067253,0.47852078,0.17992437,0.124035545,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
417000000,417000000,804000,36.3215774,127.4117224,792.9561,-84.78895,-98.14469,0.00039837,6.51E-05,0,14.390287,-0.36130443,-1.1543033,-1.1211061,-0.001178325,-0.008305827,-0.011701867,0.005512149,-0.040729985,-0.021382233,-0.0350744,-0.008483257,28.71612,98.41877,0.5024897,0.4775546,0.1848269,0.124739245,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
417500000,417500000,804000,36.3215774,127.4117224,800.1494,-84.94182,-98.68495,0.00039837,6.51E-05,0,14.390741,-0.35965058,-1.1324421,-1.0892402,-0.001178325,-0.008305827,-0.011701867,-0.061312452,0.014779436,0.021784564,-0.03508216,-0.008483257,28.71612,98.95903,0.4686913,0.47250277,0.1703328,0.12147996,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
418000000,418000000,804000,36.3215774,127.4117224,807.33856,-85.09635,-99.22655,0.00039837,6.51E-05,0,14.388917,-0.3586839,-1.1219318,-1.080805,-0.001178325,-0.008305827,-0.011701867,0.006769085,-0.03873906,-0.03778282,-0.035401236,-0.008483257,28.71612,99.500626,0.47940958,0.47155753,0.17500508,0.1222453,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
418500000,418500000,804000,36.3215774,127.4117224,814.5288,-85.24785,-99.772125,0.00039837,6.51E-05,0,14.380575,-0.35808048,-1.1228822,-1.0863341,-0.001178325,-0.008305827,-0.011701867,0.041421033,-0.004793016,-0.018431803,-0.0352839,-0.008483257,28.71612,100.0462,0.49066323,0.47528973,0.1798259,0.1236166,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
419000000,419000000,804000,36.3215774,127.4117224,821.77954,-85.3989,-100.38995,0.00039837,6.51E-05,0,14.608362,-0.34967798,-1.7057871,-1.6730548,-0.001178325,-0.008305827,-0.011701867,0.046980098,0.07401554,-2.8910038,-0.035091206,-0.008483257,28.71612,100.66403,0.5025109,0.47889575,0.18600522,0.12489813,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
419500000,419500000,804000,36.3215774,127.4117224,829.05585,-85.521774,-101.53794,0.00039837,6.51E-05,0,14.466545,-0.29799372,-2.8010635,-2.77459,-0.001178325,-0.008305827,-0.011701867,-0.3880593,0.002204935,-1.489086,-0.034523066,-0.008483257,28.71612,101.81202,0.46866348,0.47379783,0.17530888,0.12156555,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
420000000,420000000,804000,36.3215774,127.4117224,836.223,-85.61129,-103.07614,0.00039837,6.51E-05,0,14.25022,-0.24387571,-3.272,-3.2540064,-0.001178325,-0.008305827,-0.011701867,-0.37061468,0.06403932,-0.4403889,-0.030653276,-0.008483257,28.71612,103.35022,0.48317227,0.47296625,0.18387465,0.12253177,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
420500000,420500000,804000,36.3215774,127.4117224,843.3204,-85.68742,-104.74327,0.00039837,6.51E-05,0,14.134402,-0.20731162,-3.3356562,-3.3262987,-0.001178325,-0.008305827,-0.011701867,-0.16613257,-0.020266676,0.07226224,-0.02583987,-0.008483257,28.71612,105.01735,0.4560508,0.46866396,0.17079982,0.11972116,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
421000000,421000000,804000,36.3215774,127.4117224,850.36774,-85.75997,-106.389015,0.00039837,6.51E-05,0,14.090913,-0.1959826,-3.2398973,-3.2338648,-0.001178325,-0.008305827,-0.011701867,-0.04022871,-0.07163575,0.2532089,-0.025323031,-0.008483257,28.71612,106.66309,0.46869,0.4722733,0.17511033,0.12121222,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
421500000,421500000,804000,36.3215774,127.4117224,857.4101,-85.84373,-107.98335,0.00039837,6.51E-05,0,14.101932,-0.20766391,-3.105626,-3.1083395,-0.001178325,-0.008305827,-0.011701867,-0.02367026,-0.007945615,0.23673381,-0.028455948,-0.008483257,28.71612,108.25743,0.48171246,0.47579786,0.17920269,0.12265068,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
422000000,422000000,804000,36.3215774,127.4117224,864.45996,-85.94199,-109.52325,0.00039837,6.51E-05,0,14.127394,-0.2239356,-2.9992855,-3.011561,-0.001178325,-0.008305827,-0.011701867,0.064196296,-0.07283494,0.19301753,-0.03030094,-0.008483257,28.71612,109.797325,0.49505922,0.47522447,0.18346803,0.12358441,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
422500000,422500000,804000,36.3215774,127.4117224,871.5194,-86.03619,-111.01577,0.00039837,6.51E-05,0,14.13877,-0.23183034,-2.950795,-2.96425,-0.001178325,-0.008305827,-0.011701867,-0.011001946,-0.055854917,-0.03477372,-0.030343821,-0.008483257,28.71612,111.28985,0.46380147,0.46678054,0.16912405,0.12015093,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
423000000,423000000,804000,36.3215774,127.4117224,878.58405,-86.13594,-112.50684,0.00039837,6.51E-05,0,14.137996,-0.23994541,-2.953607,-2.9726355,-0.001178325,-0.008305827,-0.011701867,0.03930577,-0.006053865,0.06006937,-0.02992554,-0.008483257,28.71612,112.78092,0.47540936,0.47072327,0.1738052,0.12163903,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
423500000,423500000,804000,36.3215774,127.4117224,885.6561,-86.23816,-113.99161,0.00039837,6.51E-05,0,14.146841,-0.24685155,-2.9579072,-2.9743137,-0.001178325,-0.008305827,-0.011701867,-0.034315974,-0.042925242,-0.041005198,-0.03138251,-0.008483257,28.71612,114.265686,0.4874122,0.47039968,0.17862186,0.12254266,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
424000000,424000000,804000,36.3215774,127.4117224,892.73224,-86.348495,-115.47296,0.00039837,6.51E-05,0,14.143132,-0.25737038,-2.9639857,-2.9745667,-0.001178325,-0.008305827,-0.011701867,-0.028566223,-0.019109141,0.05394965,-0.032645393,-0.008483257,28.71612,115.74704,0.49983346,0.474219,0.18356575,0.123891205,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
424500000,424500000,804000,36.3215774,127.4117224,899.8095,-86.46149,-116.96768,0.00039837,6.51E-05,0,14.12227,-0.26093322,-2.9625354,-2.9789271,-0.001178325,-0.008305827,-0.011701867,-0.779161,0.029380767,0.13147107,-0.03278451,-0.008483257,28.71612,117.24176,0.46693808,0.46959916,0.16948171,0.120734125,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
425000000,425000000,804000,36.3215774,127.4117224,906.8119,-86.58425,-118.2747,0.00039837,6.51E-05,0,13.9797735,-0.2667676,-1.9131906,-1.9405435,-0.001178325,-0.008305827,-0.011701867,0.15931901,-0.07620043,2.9660475,-0.031948492,-0.008483257,28.71612,118.548775,0.47795245,0.4732578,0.17150337,0.12206907,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
425500000,425500000,804000,36.3215774,127.4117224,913.8377,-86.72481,-118.935905,0.00039837,6.51E-05,0,14.100031,-0.28705725,-0.7566295,-0.78779274,-0.001178325,-0.008305827,-0.011701867,0.24416825,-0.071884,1.6364138,-0.03136622,-0.008483257,28.71612,119.209984,0.48904845,0.47679454,0.1721909,0.123342104,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
426000000,426000000,804000,36.3215774,127.4117224,920.9355,-86.87399,-119.15526,0.00039837,6.51E-05,0,14.254578,-0.31329516,-0.1655085,-0.1899849,-0.001178325,-0.008305827,-0.011701867,0.26986006,-0.055699646,0.7306486,-0.03375712,-0.008483257,28.71612,119.42934,0.50036895,0.47599313,0.17585628,0.124052994,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
426500000,426500000,804000,36.3215774,127.4117224,928.12286,-87.033455,-119.195755,0.00039837,6.51E-05,0,14.408433,-0.340452,0.019248808,-0.008249717,-0.001178325,-0.008305827,-0.011701867,0.19025461,-0.07546869,0.0686217,-0.03649523,-0.008483257,28.71612,119.46983,0.46750963,0.47121337,0.16410829,0.12087414,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
427000000,427000000,804000,36.3215774,127.4117224,935.3711,-87.203476,-119.206184,0.00039837,6.51E-05,0,14.488999,-0.36596718,-0.036279645,-0.062642545,-0.001178325,-0.008305827,-0.011701867,0.049049877,-0.014642575,-0.17618108,-0.03681879,-0.008483257,28.71612,119.48026,0.47795877,0.47052217,0.17054655,0.12169716,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
427500000,427500000,804000,36.3215774,127.4117224,942.65216,-87.377045,-119.27044,0.00039837,6.51E-05,0,14.498722,-0.37299588,-0.1373601,-0.16828166,-0.001178325,-0.008305827,-0.011701867,0.001700653,-0.017859083,-0.20987074,-0.035556797,-0.008483257,28.71612,119.54452,0.48910606,0.474195,0.17720415,0.123074934,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
428000000,428000000,804000,36.3215774,127.4117224,949.9423,-87.54458,-119.36468,0.00039837,6.51E-05,0,14.485284,-0.36854884,-0.16741566,-0.19626884,-0.001178325,-0.008305827,-0.011701867,-0.13156554,0.0460165,0.006976537,-0.034462392,-0.008483257,28.71612,119.638756,0.5009658,0.47790977,0.18348998,0.12445866,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
428500000,428500000,804000,36.3215774,127.4117224,957.2275,-87.703674,-119.47142,0.00039837,6.51E-05,0,14.462847,-0.35800183,-0.14718036,-0.18539,-0.001178325,-0.008305827,-0.011701867,-0.012552481,-0.037189633,0.12613367,-0.03504861,-0.008483257,28.71612,119.7455,0.46775237,0.4730754,0.17009875,0.121329255,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
429000000,429000000,804000,36.3215774,127.4117224,964.50183,-87.8593,-119.56646,0.00039837,6.51E-05,0,14.450366,-0.3524347,-0.0903269,-0.14122383,-0.001178325,-0.008305827,-0.011701867,-0.04962456,0.010556792,0.17290933,-0.035525877,-0.008483257,28.71612,119.84054,0.47857568,0.47226384,0.17520528,0.122182764,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
429500000,429500000,804000,36.3215774,127.4117224,971.7709,-88.01527,-119.6334,0.00039837,6.51E-05,0,14.437962,-0.34720877,-0.055946954,-0.1107923,-0.001178325,-0.008305827,-0.011701867,-0.05989856,-0.00151691,0.04026107,-0.034907494,-0.008483257,28.71612,119.90748,0.48981276,0.47589916,0.18018281,0.123567335,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
430000000,430000000,804000,36.3215774,127.4117224,979.0431,-88.17658,-119.68622,0.00039837,6.51E-05,0,14.428481,-0.3437984,-0.021531696,-0.07716475,-0.001178325,-0.008305827,-0.011701867,-0.05560755,-0.06841719,0.16698985,-0.0345576,-0.008483257,28.71612,119.9603,0.50181234,0.47946882,0.18530351,0.124928996,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
430500000,430500000,804000,36.3215774,127.4117224,986.3317,-88.35367,-119.72107,0.00039837,6.51E-05,0,14.429408,-0.35354993,0.011557044,-0.047269493,-0.001178325,-0.008305827,-0.011701867,-0.050411876,-0.07074789,0.03515463,-0.035319496,-0.008483257,28.71612,119.99515,0.46823284,0.4742734,0.17082043,0.12169304,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
431000000,431000000,804000,36.3215774,127.4117224,993.6063,-88.53524,-119.75285,0.00039837,6.51E-05,0,14.418225,-0.36488104,0.015592905,-0.049167555,-0.001178325,-0.008305827,-0.011701867,-0.100072674,-0.008208641,0.048319805,-0.036832877,-0.008483257,28.71612,120.02693,0.47908872,0.4732919,0.17565511,0.1225196,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
431500000,431500000,804000,36.3215774,127.4117224,1000.88275,-88.71697,-119.78001,0.00039837,6.51E-05,0,14.412036,-0.36378825,0.021450102,-0.04581331,-0.001178325,-0.008305827,-0.011701867,-0.03833894,0.016180225,0.095607705,-0.03724399,-0.008483257,28.71612,120.054085,0.49049145,0.47677243,0.1805143,0.123889394,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
432000000,432000000,804000,36.3215774,127.4117224,1008.16565,-88.90106,-119.806274,0.00039837,6.51E-05,0,14.400819,-0.3920233,0.021462675,-0.047343206,-0.001178325,-0.008305827,-0.011701867,-0.087390676,-0.28033733,0.022116115,-0.038261507,-0.008483257,28.71612,120.08035,0.5024408,0.47629592,0.18541034,0.12479009,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
432500000,432500000,804000,36.3215774,127.4117224,1015.44293,-89.20262,-119.8278,0.00039837,6.51E-05,0,14.377766,-0.9229914,0.055106316,-0.014416118,-0.001178325,-0.008305827,-0.011701867,-0.11602611,-1.8302834,0.19318795,-0.059294883,-0.008483257,28.71612,120.101875,0.46862575,0.46774673,0.17078513,0.12120117,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
433000000,433000000,804000,36.3215774,127.4117224,1022.6797,-89.953766,-119.80921,0.00039837,6.51E-05,0,14.262156,-2.2563994,0.20468967,0.1296155,-0.001178325,-0.008305827,-0.011701867,-0.5738175,-3.5319092,0.43590552,-0.14031798,-0.008483257,28.71612,120.08329,0.47934836,0.46749854,0.17550139,0.122067675,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
433500000,433500000,804000,36.3215774,127.4117224,1029.7886,-91.579414,-119.70583,0.00039837,6.51E-05,0,13.804387,-4.418127,0.33775166,0.264217,-0.001178325,-0.008305827,-0.011701867,-1.5682763,-5.160982,0.18470454,-0.30798212,-0.008483257,28.71612,119.97991,0.49043453,0.47184765,0.18216856,0.12365535,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
434000000,434000000,804000,36.3215774,127.4117224,1036.4939,-94.45816,-119.57549,0.00039837,6.51E-05,0,12.621428,-7.170567,0.3222747,0.24760227,-0.001178325,-0.008305827,-0.011701867,-3.2455747,-5.676399,-0.14895852,-0.53781253,-0.008483257,28.71612,119.84957,0.502332,0.47624668,0.19352616,0.12592988,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
434500000,434500000,804000,36.3215774,127.4117224,1042.4783,-98.718636,-119.50356,0.00039837,6.51E-05,0,10.781572,-9.743356,0.1947826,0.10706705,-0.001178325,-0.008305827,-0.011701867,-4.065771,-4.4046316,-0.17382576,-0.7613672,-0.008483257,28.71612,119.77764,0.47151345,0.46795422,0.18730731,0.12407116,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
435000000,435000000,804000,36.3215774,127.4117224,1047.4698,-104.07165,-119.48093,0.00039837,6.51E-05,0,9.007261,-11.385583,0.035579965,-0.044077676,-0.001178325,-0.008305827,-0.011701867,-2.943066,-2.1343327,-0.3380468,-0.92616045,-0.008483257,28.71612,119.755005,0.4860437,0.47239232,0.19809829,0.1275484,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
435500000,435500000,804000,36.3215774,127.4117224,1051.7681,-109.9953,-119.54934,0.00039837,6.51E-05,0,8.113238,-11.995577,-0.17111328,-0.24706602,-0.001178325,-0.008305827,-0.011701867,-0.76428974,-0.27280712,-0.449392,-1.010341,-0.008483257,28.71612,119.82342,0.4576949,0.46854833,0.17963247,0.12445641,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
436000000,436000000,804000,36.3215774,127.4117224,1055.8507,-116.01419,-119.68879,0.00039837,6.51E-05,0,8.241395,-11.834819,-0.20183922,-0.27360883,-0.001178325,-0.008305827,-0.011701867,1.1340574,0.8891115,0.17282738,-1.0018624,-0.008483257,28.71612,119.96287,0.4702458,0.472643,0.18026091,0.124882884,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
436500000,436500000,804000,36.3215774,127.4117224,1060.178,-121.82609,-119.7888,0.00039837,6.51E-05,0,9.107578,-11.180053,-0.04324122,-0.11620276,-0.001178325,-0.008305827,-0.011701867,2.2494838,1.784759,0.31595862,-0.908205,-0.008483257,28.71612,120.06288,0.4829828,0.47224468,0.18168733,0.12395313,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
437000000,437000000,804000,36.3215774,127.4117224,1065.0474,-127.18279,-119.815056,0.00039837,6.51E-05,0,10.391719,-10.02909,0.060641576,-0.011118185,-0.001178325,-0.008305827,-0.011701867,2.7804062,2.7906919,0.09853206,-0.76690876,-0.008483257,28.71612,120.089134,0.49580652,0.47603592,0.18699932,0.123638295,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
437500000,437500000,804000,36.3215774,127.4117224,1070.59,-131.84856,-119.82201,0.00039837,6.51E-05,0,11.761155,-8.411445,0.07633963,0.001119617,-0.001178325,-0.008305827,-0.011701867,2.596435,3.7171216,0.085925676,-0.6175079,-0.008483257,28.71612,120.096085,0.4643022,0.4710744,0.17615435,0.119576395,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
438000000,438000000,804000,36.3215774,127.4117224,1076.7734,-135.61716,-119.81571,0.00039837,6.51E-05,0,12.950869,-6.4658594,0.10412967,0.028612867,-0.001178325,-0.008305827,-0.011701867,2.0631404,4.23063,0.02611894,-0.46645895,-0.008483257,28.71612,120.08979,0.47551593,0.47420487,0.18636721,0.12074194,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
438500000,438500000,804000,36.3215774,127.4117224,1083.4929,-138.33766,-119.80565,0.00039837,6.51E-05,0,13.843175,-4.275249,0.10963403,0.02970046,-0.001178325,-0.008305827,-0.011701867,1.4562181,4.575353,-0.023419967,-0.30144402,-0.008483257,28.71612,120.07973,0.48742807,0.47274354,0.19622234,0.12197522,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
439000000,439000000,804000,36.3215774,127.4117224,1090.5806,-139.90341,-119.803345,0.00039837,6.51E-05,0,14.369054,-1.9189787,0.08320773,-0.000328457,-0.001178325,-0.008305827,-0.011701867,0.6323136,4.763449,-0.11394731,-0.12509263,-0.008483257,28.71612,120.07742,0.50020057,0.47590372,0.2047073,0.12428306,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,0,0
